"City","State","Abbr","Latitude","Longitude"
"Rouzerville","Pennsylvania","PA",39.7341338,-77.5279959
"La Conner","Washington","WA",48.3925643,-122.4944527
"Bearden","Arkansas","AR",33.7279353,-92.61845339999999
"Clifton","Maine","ME",44.7949029,-68.4776943
"Gloster","Mississippi","MS",31.1950658,-91.0176792
"Butler","Ohio","OH",40.5901688,-82.4201783
"Clermont","Georgia","GA",34.4801377,-83.7704067
"Eldon","Iowa","IA",40.9180042,-92.2182273
"Lebo","Kansas","KS",38.4161793,-95.8624818
"Osceola","Missouri","MO",38.0467594,-93.6980049
"Lakeview","Washington","WA",47.3755521,-119.5042814
"Cameron","West Virginia","WV",39.8304323,-80.5698464
"Necedah","Wisconsin","WI",44.0221007,-90.0750467
"Cassel","Wisconsin","WI",44.8958368,-89.8934835
"Maxwell","Iowa","IA",41.8913842,-93.3959877
"Browning","Wisconsin","WI",45.1566275,-90.2195352
"Sunol","California","CA",37.5859312,-121.880449
"Goodfield","Illinois","IL",40.627301,-89.272398
"Magdalena","New Mexico","NM",34.1094238,-107.2316601
"Claverack‐Red Mills","New York","NY",42.2294835,-73.7209801
"Gayle Mill","South Carolina","SC",34.7022232,-81.2392477
"Tellico Plains","Tennessee","TN",35.3657317,-84.297452
"Garberville","California","CA",40.1003058,-123.7943149
"Woodbury","Georgia","GA",32.9852176,-84.582015
"Armstrong","Iowa","IA",43.3944096,-94.4832062
"Ogunquit","Maine","ME",43.250142,-70.598404
"Hankinson","North Dakota","ND",46.0716499,-96.8918429
"Holton","Wisconsin","WI",44.9961638,-90.2482919
"Frankford","Delaware","DE",38.5214641,-75.2341994
"Lynnville","Indiana","IN",38.1968788,-87.315335
"Paincourtville","Louisiana","LA",29.9885968,-91.0554348
"Old Fort","North Carolina","NC",35.630329,-82.1779746
"Dallas City","Illinois","IL",40.6353008,-91.1642816
"Elkville","Illinois","IL",37.9094035,-89.2372163
"Fordoche","Louisiana","LA",30.5940281,-91.6179188
"Lockwood","Missouri","MO",37.3871058,-93.9589749
"Sampson","Wisconsin","WI",45.2465861,-91.4214465
"Altheimer","Arkansas","AR",34.3252632,-91.8495133
"Onsted","Michigan","MI",42.0067898,-84.189216
"Aurora","New York","NY",42.746782,-76.699442
"Rich Square","North Carolina","NC",36.273942,-77.2839064
"North Enid","Oklahoma","OK",36.4457063,-97.8633838
"Gary","West Virginia","WV",37.3632119,-81.5357103
"Hotchkiss","Colorado","CO",38.7990062,-107.7135631
"Hiawassee","Georgia","GA",34.9461975,-83.7463413
"Quapaw","Oklahoma","OK",36.9522545,-94.7873156
"Moreauville","Louisiana","LA",31.0341752,-91.9817139
"Wartburg","Tennessee","TN",36.1043065,-84.5864216
"Thrall","Texas","TX",30.5882531,-97.2982018
"Gassaway","West Virginia","WV",38.6664227,-80.770769
"Eton","Georgia","GA",34.8265975,-84.7667796
"Grace","Idaho","ID",42.5751806,-111.7307266
"Crowell","Texas","TX",33.9835614,-99.7243743
"Ilwaco","Washington","WA",46.3126873,-124.0267319
"Iron Ridge","Wisconsin","WI",43.3980612,-88.5319279
"Rockland","Wisconsin","WI",44.101277,-87.982283
"Greenfield","Wisconsin","WI",43.471707,-89.661959
"Ivy","Virginia","VA",38.056389,-78.596667
"Pinon","Arizona","AZ",36.0988556,-110.2191165
"Perry","Kansas","KS",39.0729014,-95.3868306
"Lee","Maine","ME",45.3763261,-68.2982478
"Black Eagle","Montana","MT",47.526385,-111.278459
"Grant","Alabama","AL",34.502899,-86.255378
"Dorris","California","CA",41.9649654,-121.9203865
"Guilford","Maine","ME",45.1786208,-69.3950369
"Oscoda","Michigan","MI",44.4241105,-83.3322345
"Augusta","Michigan","MI",42.3376721,-85.3524638
"Sturgeon","Missouri","MO",39.2344066,-92.2824841
"Marathon","New York","NY",42.4448084,-76.0362383
"Fearrington","North Carolina","NC",35.80419,-79.083195
"Belmont","West Virginia","WV",39.3782264,-81.2628327
"Cottondale","Florida","FL",30.7985906,-85.3746471
"Dugger","Indiana","IN",39.0703669,-87.2590382
"Morrice","Michigan","MI",42.8360452,-84.1842193
"Macomb","New York","NY",44.4387071,-75.5713057
"Mount Jewett","Pennsylvania","PA",41.7293914,-78.6400037
"Hartland","Wisconsin","WI",44.645414,-92.441554
"Geraldine","Alabama","AL",34.3592644,-86.0030037
"Tilden","Illinois","IL",38.2120244,-89.6836747
"Carthage","Indiana","IN",39.7367179,-85.5714223
"Dixon","Kentucky","KY",37.5168101,-87.6957553
"Blue Hill","Nebraska","NE",40.3329885,-98.4483526
"Windsor","New York","NY",42.0772459,-75.6405145
"Burlingame","Kansas","KS",38.7519299,-95.8357771
"Woodlawn","North Carolina","NC",36.1157779,-79.2886775
"Brushy","Oklahoma","OK",35.5616468,-94.7475169
"Vega","Texas","TX",35.2456422,-102.426185
"Rib Lake","Wisconsin","WI",45.3195107,-90.2022357
"Stonington","Illinois","IL",39.6385321,-89.1921089
"Donnellson","Iowa","IA",40.6441538,-91.561585
"Monroe","Maine","ME",44.5980601,-69.0584889
"Ceresco","Nebraska","NE",41.0577041,-96.6457391
"Arlington","South Dakota","SD",44.3635439,-97.1343645
"Moulton","Texas","TX",29.572206,-97.1465521
"Patagonia","Arizona","AZ",31.5447443,-110.7454628
"Roachdale","Indiana","IN",39.849168,-86.8004705
"Galva","Kansas","KS",38.3837638,-97.5381755
"Village of Clarkston","Michigan","MI",42.7317822,-83.4234301
"Wayne","Ohio","OH",41.300961,-83.4717265
"Sentinel","Oklahoma","OK",35.1570891,-99.1734758
"Sheffield","Illinois","IL",41.357169999999996,-89.7371917
"Gladbrook","Iowa","IA",42.1860667,-92.7150959
"Windsor","Massachusetts","MA",42.5198375,-73.0496901
"Middletown","Michigan","MI",42.9867107,-84.1430473
"Lake Waukomis","Missouri","MO",39.2327158,-94.637818
"New Salem","North Dakota","ND",46.844091,-101.417967
"Linden","Tennessee","TN",35.6121805,-87.8432472
"Arco","Idaho","ID",43.6318925,-113.302568
"Warren","New Hampshire","NH",43.9527708,-71.8781023
"Lake George","New York","NY",43.4259236,-73.7151683
"French Creek","New York","NY",42.041719,-79.7114892
"Albany","Ohio","OH",39.2245873,-82.1982445
"Midway","Pennsylvania","PA",40.3686636,-80.2912091
"West Pelzer","South Carolina","SC",34.6446595,-82.4717667
"Garrison","Texas","TX",31.826034,-94.4937743
"Roslyn","Washington","WA",47.225091,-121.002985
"Norwood","Wisconsin","WI",45.0778485,-89.0390551
"Wiggins","Colorado","CO",40.226588,-104.0734981
"Village Park","Florida","FL",26.193428,-80.202568
"Loreauville","Louisiana","LA",30.0593431,-91.7387074
"Oriental","North Carolina","NC",35.0308695,-76.6804706
"North San Pedro","Texas","TX",27.8026628,-97.6820083
"Woodbury","Vermont","VT",44.4532173,-72.4071387
"Alban","Wisconsin","WI",44.6336443,-89.2766785
"Leon","Wisconsin","WI",43.852697,-90.851762
"Mendocino","California","CA",39.308179,-123.796064
"Clarkson","Kentucky","KY",37.4930956,-86.2261525
"Sylvan Beach","New York","NY",43.2066518,-75.7214313
"Marblehead","Ohio","OH",41.5348665,-82.7240365
"Pomfret","Vermont","VT",43.699539,-72.5118199
"Washington township (Gratiot County)","Michigan","MI",43.158889,-84.538333
"Talbotton","Georgia","GA",32.6772475,-84.5406503
"Burrton","Kansas","KS",38.0238004,-97.6710471
"Phelps","Kentucky","KY",37.5090582,-82.1605607
"Oak Creek","Colorado","CO",40.2739923,-106.9570818
"Bowmanstown","Pennsylvania","PA",40.8014453,-75.6611158
"Buffalo Center","Iowa","IA",43.3893891,-93.9428118
"Carlton","Minnesota","MN",46.6559626,-92.4185624
"Plainfield","New York","NY",42.8284089,-75.1946911
"North Perry","Ohio","OH",41.8002109,-81.1242179
"Centerville","Texas","TX",31.2581289,-95.9796672
"Stanton","Wisconsin","WI",45.156217,-92.487412
"Colburn","Wisconsin","WI",45.098244,-90.992678
"Pembroke","Kentucky","KY",36.7759071,-87.3580923
"South Bristol","Maine","ME",43.8803304,-69.5504025
"Thorndike","Maine","ME",44.5935525,-69.2374727
"Lime Ridge","Pennsylvania","PA",41.0236385,-76.3549531
"Export","Pennsylvania","PA",40.416912,-79.6230634
"Coldspring","Texas","TX",30.5895577,-95.1307064
"Victor","Iowa","IA",41.7307353,-92.2947426
"Adairville","Kentucky","KY",36.6750592,-86.858207
"Bellemeade","Kentucky","KY",38.2509804,-85.591026
"Morrill","Maine","ME",44.4281885,-69.1698382
"Acworth","New Hampshire","NH",43.2139225,-72.2870332
"Chesnee","South Carolina","SC",35.1457766,-81.8626545
"East Tawakoni","Texas","TX",32.9076236,-95.9331306
"Primghar","Iowa","IA",43.0863786,-95.6209033
"Schleswig","Iowa","IA",42.1605172,-95.4346573
"Benkelman","Nebraska","NE",40.0517312,-101.5353967
"South Fork","Pennsylvania","PA",40.362008,-78.7896248
"Glasgow","West Virginia","WV",38.211664,-81.4214115
"Wolf River","Wisconsin","WI",45.211554,-88.742591
"Brilliant","Alabama","AL",34.025353,-87.7691448
"Funkstown","Maryland","MD",39.6084238,-77.7079344
"Leakesville","Mississippi","MS",31.1541597,-88.5582694
"Spring Grove","Wisconsin","WI",42.5487261,-89.4249325
"Moody AFB","Georgia","GA",30.976747,-83.2122415
"Oakland","Illinois","IL",39.6578408,-88.0267908
"Illiopolis","Illinois","IL",39.8514222,-89.2477398
"Matamoras","Ohio","OH",39.522451,-81.065084
"Hyndman","Pennsylvania","PA",39.8208934,-78.7214911
"Millheim","Pennsylvania","PA",40.8936093,-77.476534
"Wardsboro","Vermont","VT",43.020138,-72.8135303
"Wakefield","Virginia","VA",36.9691255,-76.9880965
"Milltown","Wisconsin","WI",45.5210321,-92.4979429
"Pembine","Wisconsin","WI",45.639875,-87.948423
"Fountain Prairie","Wisconsin","WI",43.4174173,-89.055496
"Cameron","Arizona","AZ",35.8529618,-111.4287156
"Redfield","Iowa","IA",41.5906044,-94.1961119
"Mountainair","New Mexico","NM",34.5197653,-106.2431805
"Harrisville","Pennsylvania","PA",41.1364072,-80.0107465
"Millwood","South Carolina","SC",33.912144,-80.387344
"Lobelville","Tennessee","TN",35.7513172,-87.7971786
"Burnett","Wisconsin","WI",43.504149,-88.710569
"Neva","Wisconsin","WI",45.2495362,-89.1259168
"West Salem","Illinois","IL",38.5200962,-88.0092997
"Ninilchik","Alaska","AK",60.0622461,-151.4041772
"Edgewater","Alabama","AL",33.5300993,-86.9527897
"Albany","Illinois","IL",41.7860958,-90.2166178
"Cherry Tree","Oklahoma","OK",35.7464652,-94.6439249
"Winfield","Wisconsin","WI",43.6008874,-90.0228125
"Aspen Park","Colorado","CO",39.5418117,-105.2975136
"Blue River","Colorado","CO",39.432532,-106.037152
"New Haven","Kentucky","KY",37.6591869,-85.5891352
"West Winfield","New York","NY",42.8837833,-75.1913755
"Silver City","North Carolina","NC",34.9972452,-79.2291401
"Pigeon Creek","Ohio","OH",41.1101229,-81.6722349
"Wall","South Dakota","SD",43.9915347,-102.2425991
"Minersville","Utah","UT",38.2139449,-112.9249637
"Weallup Lake","Washington","WA",48.115323,-122.314596
"Troy","Idaho","ID",46.7375122,-116.7722298
"Grant","Michigan","MI",43.334572,-85.8061407
"Richmondville","New York","NY",42.6334549,-74.5628208
"New Madison","Ohio","OH",39.9677897,-84.7080647
"Orlinda","Tennessee","TN",36.602753,-86.668237
"Christiana","Wisconsin","WI",43.685101,-90.845074
"East Camden","Arkansas","AR",33.6085962,-92.742087
"Pomona Park","Florida","FL",29.4996063,-81.5939587
"Montrose","Iowa","IA",40.5266989,-91.4165697
"Deerfield","Michigan","MI",41.8900787,-83.7789561
"Longport","New Jersey","NJ",39.3107736,-74.5262427
"Attica","Ohio","OH",41.0628642,-82.8868956
"Tresckow","Pennsylvania","PA",40.9159752,-75.965673
"Fifield","Wisconsin","WI",45.8585897,-90.2240421
"Baconton","Georgia","GA",31.3803794,-84.1591846
"Americus","Kansas","KS",38.5063849,-96.2612819
"Garden Plain","Kansas","KS",37.6592063,-97.68122579999999
"Battle Lake","Minnesota","MN",46.286124,-95.7216642
"Reeds Spring","Missouri","MO",36.7393211,-93.3812612
"Sodus Point","New York","NY",43.2644997,-76.9959616
"Prairie City","Oregon","OR",44.4611005,-118.7093802
"Woodstock","Vermont","VT",43.62344,-72.5130031
"Fieldale","Virginia","VA",36.7009493,-79.9424351
"Maine","Wisconsin","WI",44.565628,-88.548014
"Greers Ferry","Arkansas","AR",35.5676359,-92.1694889
"Greenleaf","Idaho","ID",43.6726069,-116.8214433
"Birchwood Village","Minnesota","MN",45.0599811,-92.9780248
"Pleasant Hill","North Carolina","NC",36.2509375,-80.8949328
"Enderlin","North Dakota","ND",46.620664,-97.5935634
"Swansea","South Carolina","SC",33.7402962,-81.1043634
"Funny River","Alaska","AK",60.4844372,-150.7896576
"Newell","Iowa","IA",42.6097617,-95.0039598
"Cottonwood Falls","Kansas","KS",38.369104899999996,-96.5427535
"Maben","Mississippi","MS",33.5541728,-89.0810421
"Hillside","New York","NY",41.9190497,-74.0336862
"Marshall","North Carolina","NC",35.798197,-82.6814308
"Trinidad","Texas","TX",32.1604551,-96.1101497
"Talkeetna","Alaska","AK",62.2713769,-150.084564
"Wilson","Arkansas","AR",35.5662572,-90.0419324
"Borden","Indiana","IN",38.4720032,-85.948156
"Lilydale","Minnesota","MN",44.90044,-93.139381
"Poplar","Montana","MT",48.1104898,-105.1967153
"Kenansville","North Carolina","NC",34.9596445,-77.9661153
"Bucksport","South Carolina","SC",33.6685383,-79.1100548
"Holden","West Virginia","WV",37.8193528,-82.081279
"Manchester","Wisconsin","WI",43.674878,-89.06785
"Beaver","Wisconsin","WI",44.817267,-90.502574
"Witt","Illinois","IL",39.2545175,-89.349189
"Gardiner","Montana","MT",45.036837,-110.713768
"Plandome Manor","New York","NY",40.8135853,-73.6975268
"Cannon Ball","North Dakota","ND",46.3227545,-100.6295351
"Clarksville City","Texas","TX",32.5340063,-94.8947443
"Elk Mound","Wisconsin","WI",44.872124,-91.67778559999999
"Underhill","Wisconsin","WI",44.9041325,-88.4198632
"Hayneville","Alabama","AL",32.1825948,-86.5785879
"White Plains","Kentucky","KY",37.184489,-87.384739
"Henderson","Minnesota","MN",44.5267275,-93.9097113
"Alton","Missouri","MO",36.6913824,-91.392266
"Lewis","New York","NY",43.471283,-75.52914
"Centerville","South Dakota","SD",43.1165346,-96.9594769
"Villa Verde","Texas","TX",26.1300206,-97.9956791
"Littletown","Arizona","AZ",32.132144,-110.877003
"Grand Ridge","Florida","FL",30.7112607,-85.0195662
"Larchwood","Iowa","IA",43.4544238,-96.4368371
"Downs","Kansas","KS",39.5030724,-98.5471208
"New Milford","Pennsylvania","PA",41.8761429,-75.7265607
"Jonesville","South Carolina","SC",34.8339424,-81.6823791
"Mountain Village","Alaska","AK",62.0944476,-163.7153392
"Log Lane Village","Colorado","CO",40.2702304,-103.8293819
"Tunnel Hill","Georgia","GA",34.845934,-85.042955
"Mansfield","Illinois","IL",40.212039,-88.508744
"Benton","Kansas","KS",37.7880529,-97.1078328
"Sarepta","Louisiana","LA",32.8950133,-93.4514683
"Alton","Maine","ME",45.0432791,-68.7746157
"Cummington","Massachusetts","MA",42.4654945,-72.9182666
"Morgan","Minnesota","MN",44.4158605,-94.9249212
"Roosevelt","New Jersey","NJ",40.2207424,-74.4701547
"Ripley","New York","NY",42.2656866,-79.7123022
"Elmore","Vermont","VT",44.4863343,-72.514604
"Corning","Wisconsin","WI",45.2702733,-89.9503263
"Pierce","Colorado","CO",40.6335896,-104.755369
"Waleska","Georgia","GA",34.3178201,-84.5501964
"Bellefonte","Kentucky","KY",38.4989706,-82.690096
"Wendell","Massachusetts","MA",42.5563098,-72.407148
"Caspian","Michigan","MI",46.0653088,-88.6266404
"Puxico","Missouri","MO",36.9504892,-90.1586882
"Ennis","Montana","MT",45.34623,-111.732259
"Dewar","Oklahoma","OK",35.4579163,-95.9484346
"Arcadia Lakes","South Carolina","SC",34.0516166,-80.9631082
"Lumberport","West Virginia","WV",39.374162,-80.3483284
"York","Wisconsin","WI",44.634091,-90.498971
"Sanford","Colorado","CO",37.2574342,-105.900717
"Spaulding","Illinois","IL",39.8661681,-89.5458586
"Tully","New York","NY",42.797952,-76.110106
"Wethersfield","New York","NY",42.6475671,-78.2445682
"McDonough","New York","NY",42.50171,-75.7280391
"Cleveland","North Carolina","NC",35.7322693,-80.6825281
"New Knoxville","Ohio","OH",40.4942393,-84.3164003
"Fort Lawn","South Carolina","SC",34.7002332,-80.8991212
"Onamia","Minnesota","MN",46.0706101,-93.6644968
"Philipsburg","Montana","MT",46.3323752,-113.2957782
"Warrenton","North Carolina","NC",36.3986384,-78.1572621
"Hamden","Ohio","OH",39.1596681,-82.5239102
"Maple Grove","Wisconsin","WI",44.201974,-87.984626
"Wilhoit","Arizona","AZ",34.4082331,-112.6156345
"Notasulga","Alabama","AL",32.5554093,-85.6685772
"Crenshaw","Mississippi","MS",34.5046607,-90.1946373
"Waterloo","Nebraska","NE",41.2855692,-96.2850545
"Star","North Carolina","NC",35.3993455,-79.7834073
"Mapleton","North Dakota","ND",46.891259,-97.0530416
"Woodmere","Ohio","OH",41.4599647,-81.4798396
"Seiling","Oklahoma","OK",36.1515478,-98.9253171
"Harmony","Pennsylvania","PA",40.801336,-80.1249609
"New Berlin","Pennsylvania","PA",40.8815921,-76.9811267
"Decaturville","Tennessee","TN",35.5819255,-88.1193568
"Odessa","Washington","WA",47.3326314,-118.6892872
"Eden","Wisconsin","WI",43.693077,-88.361805
"Spiceland","Indiana","IN",39.8373964,-85.4377806
"Anacoco","Louisiana","LA",31.2579622,-93.3470493
"Heath Springs","South Carolina","SC",34.5932675,-80.6750466
"Coahoma","Texas","TX",32.2957443,-101.3088226
"Liberty","Wisconsin","WI",44.415899,-88.654127
"Jennings","Florida","FL",30.59811,-83.1076377
"Naalehu","Hawaii","HI",19.065925,-155.587528
"Saddle Rock","New York","NY",40.7943798,-73.7492781
"Dunkirk","Ohio","OH",40.7881348,-83.6425674
"Flushing","Ohio","OH",40.1481625,-81.0643738
"Glendale","Oregon","OR",42.7380997,-123.4293773
"Blue Berry Hill","Texas","TX",28.3855101,-97.7920502
"Emerald","Wisconsin","WI",45.082074,-92.326952
"Autaugaville","Alabama","AL",32.4325631,-86.6587521
"Grantwood Village","Missouri","MO",38.550932,-90.3531314
"Pleasantville","Pennsylvania","PA",41.593618,-79.579098
"Helenwood","Tennessee","TN",36.423357,-84.541511
"Aspermont","Texas","TX",33.1409076,-100.2248289
"Neah Bay","Washington","WA",48.3609759,-124.6115441
"Pella","Wisconsin","WI",44.730965,-88.807538
"Wien","Wisconsin","WI",44.9074694,-90.0097898
"Fouke","Arkansas","AR",33.2611412,-93.8864333
"Jupiter Island","Florida","FL",27.057287,-80.113616
"Gaston","Indiana","IN",40.3137852,-85.5008595
"Jetmore","Kansas","KS",38.084137,-99.895999
"North Haven","New York","NY",41.0231115,-72.3140213
"Gratis","Ohio","OH",39.6482549,-84.5286078
"Chester Hill","Pennsylvania","PA",40.8898787,-78.2289942
"Bandera","Texas","TX",29.725126,-99.0742611
"Withee","Wisconsin","WI",44.980895,-90.729948
"Greenville","Georgia","GA",33.0313327,-84.7158392
"Inkom","Idaho","ID",42.7998134,-112.2516124
"La Fontaine","Indiana","IN",40.6740521,-85.7219212
"Colo","Iowa","IA",42.0144818,-93.3185991
"Au Gres","Michigan","MI",44.0443483,-83.6933214
"Coffeeville","Mississippi","MS",33.9764936,-89.6844823
"Theresa","New York","NY",44.2155411,-75.7959404
"Rossie","New York","NY",44.3251913,-75.6238234
"Mannsville","Oklahoma","OK",34.1827403,-96.8947663
"Rockwood","Pennsylvania","PA",39.9157536,-79.1573075
"Wiota","Wisconsin","WI",42.6389938,-89.9293183
"Dorchester","Wisconsin","WI",45.0013348,-90.3310961
"Washington","Wisconsin","WI",43.764194,-90.980664
"Dresser","Wisconsin","WI",45.3631757,-92.6346751
"Ak‐Chin Village","Arizona","AZ",33.0196281,-112.0807896
"Pine Lakes","Florida","FL",28.9397737,-81.430586
"Brimfield","Illinois","IL",40.8382163,-89.883772
"Rockaway Beach","Missouri","MO",36.703034,-93.158168
"Levan","Utah","UT",39.556428,-111.8607071
"Brandon","Wisconsin","WI",43.735421099999996,-88.782115
"Jefferson","Wisconsin","WI",43.772759,-90.749985
"Geyserville","California","CA",38.707778,-122.9025
"Dyer","Arkansas","AR",35.4946967,-94.1377769
"Sorrento","Florida","FL",28.8089191,-81.5636748
"Lenox","Georgia","GA",31.2653211,-83.4682134
"Annawan","Illinois","IL",41.397094,-89.908893
"Edgewood","Iowa","IA",42.6442346,-91.4017341
"North Bend","Ohio","OH",39.1491818,-84.7353392
"Rural Valley","Pennsylvania","PA",40.7991088,-79.3149473
"Scranton","South Carolina","SC",33.917466,-79.744172
"Rockford","Tennessee","TN",35.8397464,-83.9352765
"Westminster","Texas","TX",33.3648474,-96.4593508
"Lowell","Vermont","VT",44.794938,-72.449327
"Land O'Lakes","Wisconsin","WI",46.1462398,-89.3912022
"Lake Shangrila","Wisconsin","WI",42.5051647,-88.0689898
"Cheyenne Wells","Colorado","CO",38.8192016,-102.3520301
"Franklin Park","Florida","FL",26.1341077,-80.176253
"Homeland","Georgia","GA",30.8601447,-82.0208018
"Ridge Farm","Illinois","IL",39.8957222,-87.6519615
"Bunker Hill","Indiana","IN",40.6592164,-86.1016968
"Montgomery","Massachusetts","MA",42.2205632,-72.835178
"Mendon","Michigan","MI",42.008514,-85.4540388
"Benton","Missouri","MO",37.099916,-89.5642567
"Chester","Montana","MT",48.5112757,-110.9665123
"Portage","New York","NY",42.5595661,-77.9948975
"Riegelsville","Pennsylvania","PA",40.5949074,-75.1985557
"Huntland","Tennessee","TN",35.057997,-86.2690865
"Lone Rock","Wisconsin","WI",43.1864628,-90.2010422
"Lynn","Wisconsin","WI",44.561289,-90.386139
"South Wallins","Kentucky","KY",36.810909,-83.4000293
"Farwell","Michigan","MI",43.8368401,-84.867335
"Tatum","New Mexico","NM",33.2553943,-103.3108219
"Walnut Creek","North Carolina","NC",35.3085188,-77.8675404
"Bentleyville","Ohio","OH",41.413345,-81.4134641
"Silverdale","Pennsylvania","PA",40.346684,-75.2711384
"Smithfield","Pennsylvania","PA",39.8023133,-79.8087908
"Startex","South Carolina","SC",34.9306337,-82.0950609
"McBee","South Carolina","SC",34.4672079,-80.2573471
"Vermont","Wisconsin","WI",43.0816459,-89.7825174
"Fieldbrook","California","CA",40.9722434,-124.0250031
"Stacey Street","Florida","FL",26.6978152,-80.1239272
"Mankato","Kansas","KS",39.7873391,-98.2082669
"Rushville","Nebraska","NE",42.7133803,-102.4665627
"Hi‐Nella","New Jersey","NJ",39.8365508,-75.021843
"Baldwin","New York","NY",42.092385,-76.663072
"Ellenboro","North Carolina","NC",35.3308784,-81.7612738
"Friedensburg","Pennsylvania","PA",40.6070122,-76.229107
"Lake Tanglewood","Texas","TX",35.0544229,-101.7816648
"Hartland","Wisconsin","WI",44.720639,-88.432034
"Longwood","Wisconsin","WI",44.9051975,-90.6083281
"Hopedale","Illinois","IL",40.4224598,-89.4209472
"Monroe","Indiana","IN",40.7451835,-84.9412411
"Simsboro","Louisiana","LA",32.532324,-92.7839402
"Oak Level","Virginia","VA",36.794846,-79.9414289
"Hagerman","Idaho","ID",42.816001299999996,-114.8976668
"Neola","Iowa","IA",41.4516311,-95.6173976
"Baroda","Michigan","MI",41.9546526,-86.4875824
"Fremont Hills","Missouri","MO",37.064636,-93.2529615
"Bloomsbury","New Jersey","NJ",40.6551068,-75.0801967
"Gilman","Wisconsin","WI",44.81346,-92.3248
"Seabeck","Washington","WA",47.639444,-122.828611
"Buffalo Soapstone","Alaska","AK",61.6956397,-149.1214666
"Newman","Illinois","IL",39.797082,-87.9876369
"Knightsville","Indiana","IN",39.5253518,-87.0891336
"Coldwater","Kansas","KS",37.2674795,-99.32341
"Plantation","Kentucky","KY",38.2830177,-85.5935863
"Marion","Michigan","MI",44.0997847,-85.1409437
"Osceola","Nebraska","NE",41.1784842,-97.5500442
"Pittsville","Wisconsin","WI",44.4416154,-90.136441
"Virginia City","Nevada","NV",39.3099226,-119.6465465
"McLouth","Kansas","KS",39.1955367,-95.2086059
"Mortons Gap","Kentucky","KY",37.2422004,-87.4675432
"Shoreham","Michigan","MI",42.0604375,-86.5114297
"Lometa","Texas","TX",31.2162367,-98.3925562
"Newhall","Iowa","IA",41.9933287,-91.967341
"Saint Stephen","Minnesota","MN",45.7008938,-94.2741412
"Saint Clair","Minnesota","MN",44.0823097,-93.8589582
"Walker Valley","New York","NY",41.6434032,-74.3807765
"Pond Creek","Oklahoma","OK",36.667564,-97.8029136
"Hardin","Texas","TX",30.1492333,-94.7377488
"Selawik","Alaska","AK",66.5907512,-160.001206
"Onaway","Michigan","MI",45.3585412,-84.2272098
"Utica","Mississippi","MS",32.1072538,-90.6222337
"Saint Ignatius","Montana","MT",47.3182591,-114.0953993
"Utica","Nebraska","NE",40.8952787,-97.3453489
"Bainbridge","Ohio","OH",39.2264637,-83.2695617
"Scio","Oregon","OR",44.7045144,-122.8508299
"Dunbar","Wisconsin","WI",45.624321,-88.142
"Medley","Florida","FL",25.8641174,-80.3491502
"Rockford","Iowa","IA",43.052416,-92.9477775
"Winthrop","Iowa","IA",42.4702443,-91.7380256
"Jackman","Maine","ME",45.6189124,-70.1775895
"Humboldt","Nebraska","NE",40.1658196,-95.9443187
"Day","New York","NY",43.3210681,-74.0276212
"Westford","New York","NY",42.6431958,-74.8167457
"Trezevant","Tennessee","TN",36.0110427,-88.6207213
"Argyle","Wisconsin","WI",42.7013333,-89.8659021
"Lake City","Michigan","MI",44.3297201,-85.2084795
"Doniphan","Nebraska","NE",40.7742018,-98.3708328
"Waynesfield","Ohio","OH",40.6024247,-83.9733593
"Beaver Meadows","Pennsylvania","PA",40.9298915,-75.9131049
"Eureka","South Dakota","SD",45.771141,-99.62063
"Simonton","Texas","TX",29.679783,-95.990302
"Eau Galle","Wisconsin","WI",44.724662,-92.049884
"Lincoln","Wisconsin","WI",44.360607,-91.35484
"Sweet Home","Arkansas","AR",34.6673338,-92.2463646
"Winslow","Indiana","IN",38.3826746,-87.2121534
"Pentwater","Michigan","MI",43.7796196,-86.4299159
"Braymer","Missouri","MO",39.5902339,-93.7962445
"Sand Ridge","New York","NY",43.252294,-76.225756
"Alger","Ohio","OH",40.709439,-83.8440305
"Garber","Oklahoma","OK",36.4365124,-97.5809407
"Ramblewood","Pennsylvania","PA",40.7237719,-77.9431976
"Echo Lake","Washington","WA",47.781606,-122.047483
"Point Reyes Station","California","CA",38.0846469,-122.8092262
"Selma","Indiana","IN",40.1863501,-85.2740643
"Epps","Louisiana","LA",32.6038237,-91.4814117
"Stephenson","Michigan","MI",45.4137517,-87.6090198
"Superior","Montana","MT",47.1935478,-114.8947543
"Schoharie","New York","NY",42.6666303,-74.3133042
"Oreana","Illinois","IL",39.9368863,-88.8694484
"Royal Center","Indiana","IN",40.8643483,-86.499893
"Sanford","Michigan","MI",43.6781737,-84.3855432
"South Lancaster","Wisconsin","WI",42.8111931,-90.724416
"Union","Connecticut","CT",42.005783,-72.158567
"Sunset Village","Georgia","GA",32.8917739,-84.4097119
"Peru","Massachusetts","MA",42.408169,-73.0353403
"West Middlesex","Pennsylvania","PA",41.1742473,-80.4555243
"Kyle","South Dakota","SD",43.4249025,-102.1805175
"Wilbur","Washington","WA",47.7576413,-118.7147271
"King","Wisconsin","WI",45.49713,-89.626133
"Sumner","Wisconsin","WI",44.5731,-91.220735
"Key Colony Beach","Florida","FL",24.7206251,-81.021524
"Germantown","New York","NY",42.1359251,-73.8880066
"Angelica","New York","NY",42.3055058,-78.0206449
"Alma","New York","NY",42.0476683,-78.0162242
